Domain,URL,Email,Email_domain,Name,Email_name
clearchoice.com,https://www.clearchoice.com/contact-us/,clevelandinfo@clearchoice.com,clearchoice.com,clevelandinfo,clevelandinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,cincinnatiinfo@clearchoice.com,clearchoice.com,cincinnatiinfo,cincinnatiinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,columbusinfo@clearchoice.com,clearchoice.com,columbusinfo,columbusinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,oklahomacityinfo@clearchoice.com,clearchoice.com,oklahomacityinfo,oklahomacityinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,portlandinfo@clearchoice.com,clearchoice.com,portlandinfo,portlandinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,philadelphiainfo@clearchoice.com,clearchoice.com,philadelphiainfo,philadelphiainfo
clearchoice.com,https://www.clearchoice.com/contact-us/,pittsburghinfo@clearchoice.com,clearchoice.com,pittsburghinfo,pittsburghinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,harrisburginfo@clearchoice.com,clearchoice.com,harrisburginfo,harrisburginfo
clearchoice.com,https://www.clearchoice.com/contact-us/,charlotteinfo@clearchoice.com,clearchoice.com,charlotteinfo,charlotteinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,greenvilleinfo@clearchoice.com,clearchoice.com,greenvilleinfo,greenvilleinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,nashvilleinfo@clearchoice.com,clearchoice.com,nashvilleinfo,nashvilleinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,memphisinfo@clearchoice.com,clearchoice.com,memphisinfo,memphisinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,austininfo@clearchoice.com,clearchoice.com,austininfo,austininfo
clearchoice.com,https://www.clearchoice.com/contact-us/,dallasinfo@clearchoice.com,clearchoice.com,dallasinfo,dallasinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,houstoninfo@clearchoice.com,clearchoice.com,houstoninfo,houstoninfo
clearchoice.com,https://www.clearchoice.com/contact-us/,sanantonioinfo@clearchoice.com,clearchoice.com,sanantonioinfo,sanantonioinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,thewoodlandsinfo@clearchoice.com,clearchoice.com,thewoodlandsinfo,thewoodlandsinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,arlingtoninfo@clearchoice.com,clearchoice.com,arlingtoninfo,arlingtoninfo
clearchoice.com,https://www.clearchoice.com/contact-us/,fortworthinfo@clearchoice.com,clearchoice.com,fortworthinfo,fortworthinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,saltlakecityinfo@clearchoice.com,clearchoice.com,saltlakecityinfo,saltlakecityinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,tysonscornerinfo@clearchoice.com,clearchoice.com,tysonscornerinfo,tysonscornerinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,richmondinfo@clearchoice.com,clearchoice.com,richmondinfo,richmondinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,alexandriainfo@clearchoice.com,clearchoice.com,alexandriainfo,alexandriainfo
clearchoice.com,https://www.clearchoice.com/contact-us/,norfolkinfo@clearchoice.com,clearchoice.com,norfolkinfo,norfolkinfo
quincymedgroup.com,https://quincymedgroup.com/careers/physician-app/,kschelp@quincymedgroup.com,quincymedgroup.com,kschelp,kschelp
clearchoice.com,https://www.clearchoice.com/contact-us/,seattleinfo@clearchoice.com,clearchoice.com,seattleinfo,seattleinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,federalwayinfo@clearchoice.com,clearchoice.com,federalwayinfo,federalwayinfo
clearchoice.com,https://www.clearchoice.com/contact-us/,milwaukeeinfo@clearchoice.com,clearchoice.com,milwaukeeinfo,milwaukeeinfo
quincymedgroup.com,https://quincymedgroup.com/medical-records-request/,elummer@quincymedgroup.com,quincymedgroup.com,elummer,elummer
quincymedgroup.com,https://quincymedgroup.com/providers/patient-satisfaction-surveys/,aedwards@quincymedgroup.com,quincymedgroup.com,aedwards,aedwards
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,no-reply@thesmiledesign.com,thesmiledesign.com,no-reply,no-reply
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,ocala@thesmiledesign.com,thesmiledesign.com,ocala,ocala
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,arcadia@thesmiledesign.com,thesmiledesign.com,arcadia,arcadia
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,capecoral@thesmiledesign.com,thesmiledesign.com,capecoral,capecoral
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,citruspark@thesmiledesign.com,thesmiledesign.com,citruspark,citruspark
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,countryside@thesmiledesign.com,thesmiledesign.com,countryside,countryside
dentalview.com,https://dentalview.com/Accessibility/,help@dentalview.com,dentalview.com,help,help
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,clearwater@thesmiledesign.com,thesmiledesign.com,clearwater,clearwater
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,clermont@thesmiledesign.com,thesmiledesign.com,clermont,clermont
thesmiledesign.com,https://www.thesmiledesign.com/selling-a-practice/,info@thesmiledesign.com,thesmiledesign.com,info,info
thesmiledesign.com,https://www.thesmiledesign.com/locations/palm-harbor/,palmharbor@thesmiledesign.com,thesmiledesign.com,palmharbor,palmharbor
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,connerton@thesmiledesign.com,thesmiledesign.com,connerton,connerton
thesmiledesign.com,https://www.thesmiledesign.com/locations/spring-hill/,springhill@thesmiledesign.com,thesmiledesign.com,springhill,springhill
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,dadecity@thesmiledesign.com,thesmiledesign.com,dadecity,dadecity
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,davenport@thesmiledesign.com,thesmiledesign.com,davenport,davenport
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,gainesville@thesmiledesign.com,thesmiledesign.com,gainesville,gainesville
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,hernando@thesmiledesign.com,thesmiledesign.com,hernando,hernando
iowadental.org,https://www.iowadental.org/home/2022/09/14/ida-requests-iowa-council-on-human-services-to-support-dental-medicaid-increase,josh@iowadental.org,iowadental.org,josh,josh
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,ladylake@thesmiledesign.com,thesmiledesign.com,ladylake,ladylake
iowadental.org,https://www.iowadental.org/home/2022/09/14/davenport-office-hosts-free-dental-clinic,info@iowadental.org,iowadental.org,info,info
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,lakemary@thesmiledesign.com,thesmiledesign.com,lakemary,lakemary
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,lakewales@thesmiledesign.com,thesmiledesign.com,lakewales,lakewales
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,lakeland@thesmiledesign.com,thesmiledesign.com,lakeland,lakeland
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,leesburg@thesmiledesign.com,thesmiledesign.com,leesburg,leesburg
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,lithia@thesmiledesign.com,thesmiledesign.com,lithia,lithia
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,ospreycove@thesmiledesign.com,thesmiledesign.com,ospreycove,ospreycove
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,lutz@thesmiledesign.com,thesmiledesign.com,lutz,lutz
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,manatee@thesmiledesign.com,thesmiledesign.com,manatee,manatee
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,mountdora@thesmiledesign.com,thesmiledesign.com,mountdora,mountdora
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,mulberrygrove@thesmiledesign.com,thesmiledesign.com,mulberrygrove,mulberrygrove
iowadental.org,https://www.iowadental.org/about-us/ida-staff,laurie@iowadental.org,iowadental.org,laurie,laurie
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,naplespark@thesmiledesign.com,thesmiledesign.com,naplespark,naplespark
iowadental.org,https://www.iowadental.org/about-us/ida-staff,kara@iowadental.org,iowadental.org,kara,kara
iowadental.org,https://www.iowadental.org/coronavirus/covid-19-and-related-infection-control-resources,connor19roberts@gmail.com,gmail.com,connor19roberts,connor19roberts
iowadental.org,https://www.iowadental.org/about-us/ida-staff,ashley@iowadental.org,iowadental.org,ashley,ashley
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,newportrichey@thesmiledesign.com,thesmiledesign.com,newportrichey,newportrichey
iowadental.org,https://www.iowadental.org/about-us/ida-staff,sydney@iowadental.org,iowadental.org,sydney,sydney
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,ocoee@thesmiledesign.com,thesmiledesign.com,ocoee,ocoee
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,orangeblossom@thesmiledesign.com,thesmiledesign.com,orangeblossom,orangeblossom
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,orangecity@thesmiledesign.com,thesmiledesign.com,orangecity,orangecity
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,casselberry@thesmiledesign.com,thesmiledesign.com,casselberry,casselberry
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,portrichey@thesmiledesign.com,thesmiledesign.com,portrichey,portrichey
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,riverview@thesmiledesign.com,thesmiledesign.com,riverview,riverview
dentallifeline.org,https://dentallifeline.org/iowa/,dwells@dentallifeline.org,dentallifeline.org,dwells,dwells
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,sancarlos@thesmiledesign.com,thesmiledesign.com,sancarlos,sancarlos
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,sandlake@thesmiledesign.com,thesmiledesign.com,sandlake,sandlake
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,laurelridge@thesmiledesign.com,thesmiledesign.com,laurelridge,laurelridge
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,sebring@thesmiledesign.com,thesmiledesign.com,sebring,sebring
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,villages@thesmiledesign.com,thesmiledesign.com,villages,villages
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,silversprings@thesmiledesign.com,thesmiledesign.com,silversprings,silversprings
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,fourthstreet@thesmiledesign.com,thesmiledesign.com,fourthstreet,fourthstreet
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,downtown@thesmiledesign.com,thesmiledesign.com,downtown,downtown
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,jamesdempseydds@gmail.com,gmail.com,jamesdempseydds,jamesdempseydds
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,stpete@thesmiledesign.com,thesmiledesign.com,stpete,stpete
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,tampapalms@thesmiledesign.com,thesmiledesign.com,tampapalms,tampapalms
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,fletcher@thesmiledesign.com,thesmiledesign.com,fletcher,fletcher
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,tarponsprings@thesmiledesign.com,thesmiledesign.com,tarponsprings,tarponsprings
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,toledoblade@thesmiledesign.com,thesmiledesign.com,toledoblade,toledoblade
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,westchase@thesmiledesign.com,thesmiledesign.com,westchase,westchase
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,wilsondentalclinic@gmail.com,gmail.com,wilsondentalclinic,wilsondentalclinic
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,willasprings@thesmiledesign.com,thesmiledesign.com,willasprings,willasprings
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,kirkjuhasz@gmail.com,gmail.com,kirkjuhasz,kirkjuhasz
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,wintersprings@thesmiledesign.com,thesmiledesign.com,wintersprings,wintersprings
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,drbradleyyoung@gmail.com,gmail.com,drbradleyyoung,drbradleyyoung
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,trinity@thesmiledesign.com,thesmiledesign.com,trinity,trinity
thesmiledesign.com,https://www.thesmiledesign.com/privacy-policy/,inverness@thesmiledesign.com,thesmiledesign.com,inverness,inverness
thesmiledesign.com,https://www.thesmiledesign.com/contact/,eric.jones.z.mail@gmail.com,gmail.com,eric.jones.z.mail,eric.jones.z.mail
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,wintersetdentalmanagement@gmail.com,gmail.com,wintersetdentalmanagement,wintersetdentalmanagement
iowadental.org,https://www.iowadental.org/member-services/classified-ad-listings,nickkubik@yahoo.com,yahoo.com,nickkubik,nickkubik
professionalsmiles.net,https://professionalsmiles.net/smile-gallery/,professionalsmiles@gmail.com,gmail.com,professionalsmiles,professionalsmiles
chcwf.com,https://www.chcwf.com/media-contact/,info@chcwf.com,chcwf.com,info,info
chcwf.com,https://www.chcwf.com/career-opportunities/,hr@chcwf.com,chcwf.com,hr,hr
chcwf.com,https://www.chcwf.com/nondiscrimination-and-accessibility/,compliance-notify@chcwf.com,chcwf.com,compliance-notify,compliance-notify
laurichdentistry.com,https://www.laurichdentistry.com/ann-arbor/,laurichdentistryannarbor@laurichdentistry.com,laurichdentistry.com,laurichdentistryannarbor,laurichdentistryannarbor
laurichdentistry.com,https://www.laurichdentistry.com/livonia/,laurichdentistrylivonia@laurichdentistry.com,laurichdentistry.com,laurichdentistrylivonia,laurichdentistrylivonia
laurichdentistry.com,https://www.laurichdentistry.com/careers/,drmatt@laurichdentistry.com,laurichdentistry.com,drmatt,drmatt
laurichdentistry.com,https://www.laurichdentistry.com/careers/,jennifert@laurichdentistry.com,laurichdentistry.com,jennifert,jennifert
laurichdentistry.com,https://www.laurichdentistry.com/farmington-hills/,laurichdentistryfarmington@laurichdentistry.com,laurichdentistry.com,laurichdentistryfarmington,laurichdentistryfarmington
laurichdentistry.com,https://www.laurichdentistry.com/canton/,laurichdentistrycanton@laurichdentistry.com,laurichdentistry.com,laurichdentistrycanton,laurichdentistrycanton
dentistvacaville.com,https://dentistvacaville.com/contact/,vacavillemanager@gmail.com,gmail.com,vacavillemanager,vacavillemanager
kidscaredental.com,https://www.kidscaredental.com/,info@kidscaredental.com,kidscaredental.com,info,info
regencydentalgroup.com,https://www.regencydentalgroup.com/appointments,donnathedentist@gmail.com,gmail.com,donnathedentist,donnathedentist
penaadobedental.com,https://penaadobedental.com,penaadobedental@gmail.com,gmail.com,penaadobedental,penaadobedental
kidscaredental.com,https://www.kidscaredental.com/notice-privacy-practices/,privacy@kidscaredental.com,kidscaredental.com,privacy,privacy
vacavillepediatricdentistry.com,https://www.vacavillepediatricdentistry.com/accessibility/,nfo@vacavillepediatricdentistry.com,vacavillepediatricdentistry.com,nfo,nfo
vacavillepediatricdentistry.com,https://www.vacavillepediatricdentistry.com/accessibility/,info@vacavillepediatricdentistry.com,vacavillepediatricdentistry.com,info,info
unitedregional.org,https://www.unitedregional.org/covid-19-vaccine-update/,mychart@unitedregional.org,unitedregional.org,mychart,mychart
unitedregional.org,https://www.unitedregional.org/referring-providers/physician-representative-network/,dvicars@unitedregional.org,unitedregional.org,dvicars,dvicars
unitedregional.org,https://www.unitedregional.org/community-partners/more-information/,ddockery@unitedregional.org,unitedregional.org,ddockery,ddockery
unitedregional.org,https://www.unitedregional.org/patients-and-visitors/pastoral-care/,pastoralcare@unitedregional.org,unitedregional.org,pastoralcare,pastoralcare
unitedregional.org,https://www.unitedregional.org/patients-and-visitors/billing-faqs/,affordablecareactenrollmentappt@unitedregional.org,unitedregional.org,affordablecareactenrollmentappt,affordablecareactenrollmentappt
unitedregional.org,https://www.unitedregional.org/patients-and-visitors/,contact@unitedregional.org,unitedregional.org,contact,contact
unitedregional.org,https://www.unitedregional.org/patients-and-visitors/billing-faqs/,wsbilling@unitedregional.org,unitedregional.org,wsbilling,wsbilling
unitedregional.org,https://www.unitedregional.org/contact/,health-info@unitedregional.org,unitedregional.org,health-info,health-info
unitedregional.org,https://www.unitedregional.org/contact/,oreliusdd@gmail.com,gmail.com,oreliusdd,oreliusdd
unitedregional.org,https://www.unitedregional.org/about-us/community-health-needs-assessment/,kmaddin@unitedregional.org,unitedregional.org,kmaddin,kmaddin
unitedregional.org,https://www.unitedregional.org/ur-careers/,rpapak@unitedregional.org,unitedregional.org,rpapak,rpapak
unitedregional.org,https://www.unitedregional.org/about-us/united-regional-foundation/,foundation@unitedregional.org,unitedregional.org,foundation,foundation
unitedregional.org,https://www.unitedregional.org/ur-careers/,cbattaglino@unitedregional.org,unitedregional.org,cbattaglino,cbattaglino
unitedregional.org,https://www.unitedregional.org/ur-careers/,nstary@unitedregional.org,unitedregional.org,nstary,nstary
menifeedentist.com,https://www.menifeedentist.com/Accessibility/,healthysmiledentistry@gmail.com,gmail.com,healthysmiledentistry,healthysmiledentistry
inhousedentalcare.com,https://www.inhousedentalcare.com/accessibility-statement,info@inhousedentalcare.com,inhousedentalcare.com,info,info
mymenifeedentist.com,http://mymenifeedentist.com/damaged-chipped-tooth/,docdentalsmiles@gmail.com,gmail.com,docdentalsmiles,docdentalsmiles
ranchodental.net,https://www.ranchodental.net/what-we-do/sedation-dentistry-2/,info@ranchodental.net,ranchodental.net,info,info
menifeeanimalhospital.com,https://menifeeanimalhospital.com/dental-health-2/,info@menifeeanimalhospital.com,menifeeanimalhospital.com,info,info
hi-techsmiles.com,https://www.hi-techsmiles.com/contact/,temecula@hi-techsmiles.com,hi-techsmiles.com,temecula,temecula
hi-techsmiles.com,https://www.hi-techsmiles.com/contact/,riverside@hi-techsmiles.com,hi-techsmiles.com,riverside,riverside
westcoastdental.com,https://www.westcoastdental.com/privacy-policy/,appointments@westcoastdental.com,westcoastdental.com,appointments,appointments
powersfamdentistry.com,https://powersfamdentistry.com,powersfamdentistry@gmail.com,gmail.com,powersfamdentistry,powersfamdentistry
tamuccidds.com,https://www.tamuccidds.com/our-office/,info@tamuccidds.com,tamuccidds.com,info,info
drmadera.com,https://www.drmadera.com/Accessibility/,info@drmadera.com,drmadera.com,info,info
wfesslerdds.com,https://wfesslerdds.com/contact-us/,admin@wfesslerdds.com,wfesslerdds.com,admin,admin
menifee247.com,http://www.menifee247.com/p/about-menifee-247.html,doug.spoon@menifee247.com,menifee247.com,doug.spoon,doug.spoon
menifee247.com,http://www.menifee247.com/p/advertise-on-menifee-247.html,gokristens@gmail.com,gmail.com,gokristens,gokristens
menifee247.com,http://www.menifee247.com/p/submit-news-to-menifee-247.html,info@menifee247.com,menifee247.com,info,info
drnorwalk.com,https://drnorwalk.com/testimonials/,kandostaff@drnorwalk.com,drnorwalk.com,kandostaff,kandostaff
dr-afkari.com,https://dr-afkari.com,preciseteeth@gmail.com,gmail.com,preciseteeth,preciseteeth
cordialdental.com,https://cordialdental.com,info@cordialdental.com,cordialdental.com,info,info
norwalkdentalimplant.com,https://www.norwalkdentalimplant.com/our-office/,info@norwalkdentalimplant.com,norwalkdentalimplant.com,info,info
alondradental.com,https://www.alondradental.com/site-map/,info@alondradental.com,alondradental.com,info,info
drnorwalk.com,https://drnorwalk.com/about/meet-dr-norwalk/,info@drnorwalk.com,drnorwalk.com,info,info
chc1.com,https://www.chc1.com/donate/,fundraising@chc1.com,chc1.com,fundraising,fundraising
monroevilledental.com,https://www.monroevilledental.com/privacy-policy/,info@monroevilledental.com,monroevilledental.com,info,info
monroevilledental.com,https://www.monroevilledental.com/privacy-policy/,john@gmail.com,gmail.com,john,john
spokanefamilydental.com,https://spokanefamilydental.com/emergency-dentistry/,info@spokanefamilydental.com,spokanefamilydental.com,info,info
monroevilledental.com,https://www.monroevilledental.com/patients/,mda2@monroevilledental.com,monroevilledental.com,mda2,mda2
seattlesmilesdental.com,https://seattlesmilesdental.com/faqs/,info@seattlesmilesdental.com,seattlesmilesdental.com,info,info
dentistdowntownseattle.com,https://dentistdowntownseattle.com/contact/,info@dentistdowntownseattle.com,dentistdowntownseattle.com,info,info
northseattledental.com,https://northseattledental.com/accessibility/,info@northseattledental.com,northseattledental.com,info,info
seattlecrownhilldental.com,https://seattlecrownhilldental.com/privacy-policy/,info@seattlecrownhilldental.com,seattlecrownhilldental.com,info,info
northseattledental.com,https://northseattledental.com/make-a-payment/,billing@northseattledental.com,northseattledental.com,billing,billing
3rdandcolumbiadental.com,https://3rdandcolumbiadental.com/microsite-thank-you/,3rdandcolumbiadental@gmail.com,gmail.com,3rdandcolumbiadental,3rdandcolumbiadental
reflectionswestseattle.com,https://www.reflectionswestseattle.com/faqs/,team@reflectionswestseattle.com,reflectionswestseattle.com,team,team
sagefamilydentistry.com,https://www.sagefamilydentistry.com/new-patients/,info@sagefamilydentistry.com,sagefamilydentistry.com,info,info
koisdentistry.com,https://www.koisdentistry.com/cosmetic/orthodontics/,ortho@koisdentistry.com,koisdentistry.com,ortho,ortho
silverlakedentalgroup.com,https://silverlakedentalgroup.com,josh@silverlakedentalgroup.com,silverlakedentalgroup.com,josh,josh
downtowndentalla.com,https://www.downtowndentalla.com,office@downtowndentalla.com,downtowndentalla.com,office,office
smilela.com,https://smilela.com/covid-19/,office@smilela.com,smilela.com,office,office
caldentalgroup.com,https://caldentalgroup.com/dentist-downtown-los-angeles-ca/,lpseocampaign2@gmail.com,gmail.com,lpseocampaign2,lpseocampaign2
caldentalgroup.com,https://caldentalgroup.com/contacts/,info@caldentalgroup.com,caldentalgroup.com,info,info
ladentalclinic.com,https://www.ladentalclinic.com/privacy-policy/,smile@ladentalclinic.com,ladentalclinic.com,smile,smile
interdent.com,https://www.interdent.com/privacy-policy/,web@interdent.com,interdent.com,web,web
aspiredentalseattle.com,https://www.aspiredentalseattle.com/appointments/,office@aspiredentalseattle.com,aspiredentalseattle.com,office,office
interdent.com,https://www.interdent.com/nondiscrimination/,compliancehelp@interdent.com,interdent.com,compliancehelp,compliancehelp
firsthilldentalcenter.com,https://www.firsthilldentalcenter.com/contact/,info@firsthilldentalcenter.com,firsthilldentalcenter.com,info,info
crystaldentalcenters.com,https://crystaldentalcenters.com/,cdla@crystaldentalcenters.com,crystaldentalcenters.com,cdla,cdla
smiledesignlosangeles.com,https://www.smiledesignlosangeles.com/contact-us/,picoladental@gmail.com,gmail.com,picoladental,picoladental
dentalwellnessarts.com,https://dentalwellnessarts.com/wellness-partner-for-your-patients-dental-health/,office@dentalwellnessarts.com,dentalwellnessarts.com,office,office
westladentistry.com,https://www.westladentistry.com/testimonials/,westladentistry@gmail.com,gmail.com,westladentistry,westladentistry
centerforholisticdentistry.com,https://www.centerforholisticdentistry.com/testimonials/,holisticdds@gmail.com,gmail.com,holisticdds,holisticdds
angelenosmile.com,https://angelenosmile.com/smileclub/,angelenosmil@gmail.com,gmail.com,angelenosmil,angelenosmil
weningerdentistry.com,https://www.weningerdentistry.com,smile@weningerdentistry.com,weningerdentistry.com,smile,smile
tampamagazines.com,https://tampamagazines.com/privacy-policy/,info@tampamagazines.com,tampamagazines.com,info,info
gentledentistrytampa.com,https://www.gentledentistrytampa.com/appointment/,gentledentistrytampa1@yahoo.com,yahoo.com,gentledentistrytampa1,gentledentistrytampa1
flspecialcaredentistry.com,https://flspecialcaredentistry.com/accessibility/,powlessoffice@gmail.com,gmail.com,powlessoffice,powlessoffice
yourdesiredsmile.com,https://yourdesiredsmile.com/tampa/,info@yourdesiredsmile.com,yourdesiredsmile.com,info,info
tampapalmsdentistry.com,https://tampapalmsdentistry.com/blog/,info@tampapalmsdentistry.com,tampapalmsdentistry.com,info,info
tomlinsondentalcare.com,https://www.tomlinsondentalcare.com/sitemap/,office@tomlinsondentalcare.com,tomlinsondentalcare.com,office,office
tampamagazines.com,https://tampamagazines.com/contact-us/,kathryn.deen@tampamagazines.com,tampamagazines.com,kathryn.deen,kathryn.deen
charlesmartindds.com,https://www.charlesmartindds.com/team-member/gatlyn/,info@charlesmartindds.com,charlesmartindds.com,info,info
optumdentalarts.com,https://www.optumdentalarts.com/blog/the-importance-of-teeth-cleaning-carrollwood/,info@optumdentalarts.com,optumdentalarts.com,info,info
westbaydentalonline.com,https://www.westbaydentalonline.com/,info@westbaydentalonline.com,westbaydentalonline.com,info,info
ruppeldentistry.com,https://ruppeldentistry.com/sitemap/,office@ruppeldentistry.com,ruppeldentistry.com,office,office
greatexpressions.com,https://www.greatexpressions.com/office-search/,allpatientservices@greatexpressions.com,greatexpressions.com,allpatientservices,allpatientservices
greatexpressions.com,https://www.greatexpressions.com/policies/non-discrimination-policy/,patientservices@greatexpressions.com,greatexpressions.com,patientservices,patientservices
greatexpressions.com,https://www.greatexpressions.com/policies/hipaa-notice/,privacyofficer@greatexpressions.com,greatexpressions.com,privacyofficer,privacyofficer
grandstreetdental.com,https://www.grandstreetdental.com,hello@grandstreetdental.com,grandstreetdental.com,hello,hello
grandstreetdental.com,https://www.grandstreetdental.com/accessibility-statement/,drplotnick@grandstreetdental.com,grandstreetdental.com,drplotnick,drplotnick
nycbestdentalcare.com,https://www.nycbestdentalcare.com,info@nycbestdentalcare.com,nycbestdentalcare.com,info,info
thesmilist.com,https://thesmilist.com/privacy-policy/,info@thesmilist.com,thesmilist.com,info,info
thesmilist.com,https://thesmilist.com/privacy-policy/,patientcare@thesmilist.com,thesmilist.com,patientcare,patientcare
thesmilist.com,https://thesmilist.com/affiliate/,raj.mangalick@thesmilist.com,thesmilist.com,raj.mangalick,raj.mangalick
thesmilist.com,https://thesmilist.com/affiliate/,thomasp@thesmilist.com,thesmilist.com,thomasp,thomasp
pdofbrooklyn.com,https://pdofbrooklyn.com/contact/,info@pdofbrooklyn.com,pdofbrooklyn.com,info,info
omnidentalcare.com,https://omnidentalcare.com,smile@omnidentalcare.com,omnidentalcare.com,smile,smile
envysmile.com,https://www.envysmile.com/job-opportunity/,drweiner@envysmile.com,envysmile.com,drweiner,drweiner
newyorkfamilydentistry.com,https://newyorkfamilydentistry.com/map_and_directions/,info@newyorkfamilydentistry.com,newyorkfamilydentistry.com,info,info
parkdental.com,https://www.parkdental.com/privacy-policy/,privacy@parkdental.com,parkdental.com,privacy,privacy
newyorkfamilydentistry.com,https://newyorkfamilydentistry.com/map_and_directions/,sabrina@newyorkfamilydentistry.com,newyorkfamilydentistry.com,sabrina,sabrina
refuahfamilydental.com,https://www.refuahfamilydental.com/Accessibility/,refuahfamilydental5313@gmail.com,gmail.com,refuahfamilydental5313,refuahfamilydental5313
brooklyndentalstudio.com,https://brooklyndentalstudio.com/contact-us/,office@brooklyndentalstudio.com,brooklyndentalstudio.com,office,office
envysmile.com,https://www.envysmile.com/terms-of-service/,info@envysmile.com,envysmile.com,info,info
metropolitandentalarts.com,https://metropolitandentalarts.com/privacy-policy/,info@metropolitandentalarts.com,metropolitandentalarts.com,info,info
smileloungebk.com,https://smileloungebk.com/contact/,smileloungebk@gmail.com,gmail.com,smileloungebk,smileloungebk
smileloungebk.com,https://smileloungebk.com,smilehousenyc@gmail.com,gmail.com,smilehousenyc,smilehousenyc
bensonhurstdentalcare.com,https://bensonhurstdentalcare.com/privacy-policy/,info@bensonhurstdentalcare.com,bensonhurstdentalcare.com,info,info
benjamindds.com,https://benjamindds.com,info@benjamindds.com,benjamindds.com,info,info
parkdentistryny.com,https://parkdentistryny.com/2019/05/08/dont-be-a-bum-why-you-should-grab-some-gum/,contact@parkdentistryny.com,parkdentistryny.com,contact,contact
